hour,minute,time_of_day,day_name,day_of_week,is_weekend,destination_type,distance_to_dest_miles,gas_level_pct,driver_fatigue_level,speed_mph,trip_duration_minutes,weather,traffic,heart_rate_bpm,last_break_minutes_ago,outside_temp_f,is_night_driving,suggestion_label,suggestion_name,norm_distance,norm_gas,norm_fatigue,norm_speed,norm_trip_min,norm_heart_rate,norm_last_break,norm_temp_f
0,2,night,Sat,5,1,school,30.45,6.2,3.41,55.0,7.6,fog,high,81.8,0.4,96.0,1,6,weather_warning,0.2443,0.0512,0.3524,0.6635,0.0593,0.4314,0.0,0.8799
19,25,evening,Sat,5,1,hospital,38.6,34.3,3.78,81.6,1.0,clear,medium,73.9,28.7,16.5,0,5,speed_alert,0.4274,0.3552,0.4,0.8835,0.0,0.3008,0.1073,0.2109
6,10,morning,Thu,3,0,home,4.11,25.2,2.41,33.8,86.3,clear,medium,71.9,21.7,5.4,0,0,no_action,0.0664,0.245,0.2765,0.4093,0.4604,0.3212,0.1222,0.1301
11,31,morning,Sat,5,1,gym,30.94,21.5,1.07,67.8,20.0,clear,medium,64.3,16.3,-2.6,0,4,refuel_soon,0.2388,0.2461,0.1516,0.8029,0.142,0.2142,0.0919,0.0
15,8,afternoon,Mon,0,0,gym,3.4,69.8,4.7,82.6,69.4,clear,low,80.8,88.8,83.7,0,5,speed_alert,0.0868,0.6524,0.4841,0.9336,0.4013,0.4342,0.5545,0.7735
17,33,evening,Fri,4,0,school,31.53,20.3,3.67,48.0,16.4,clear,low,77.9,39.6,105.0,0,4,refuel_soon,0.2896,0.1854,0.414,0.5289,0.0918,0.3435,0.2542,0.9936
6,36,morning,Thu,3,0,restaurant,0.69,39.2,5.93,47.0,124.2,clear,high,77.3,24.0,56.2,0,9,arrived_soon,0.0853,0.3697,0.6364,0.5224,0.6528,0.3373,0.1332,0.5198
13,57,afternoon,Sat,5,1,gym,2.54,37.1,1.33,71.6,22.1,clear,medium,65.6,13.2,2.6,0,0,no_action,0.0643,0.424,0.1364,0.819,0.0792,0.2079,0.0412,0.1029
12,51,afternoon,Fri,4,0,home,9.22,18.8,5.5,71.0,68.5,fog,medium,79.6,2.1,-5.7,0,6,weather_warning,0.0,0.2602,0.5558,0.7992,0.4132,0.3845,0.0342,0.0227
6,41,morning,Sat,5,1,restaurant,27.44,8.8,1.31,48.8,64.5,clear,low,59.5,11.1,52.3,0,7,route_to_gas,0.2811,0.1228,0.1864,0.5881,0.3861,0.1142,0.0432,0.5193
16,55,afternoon,Thu,3,0,home,3.71,84.1,3.24,54.5,21.3,fog,low,70.6,121.1,26.1,0,6,weather_warning,0.0,0.8259,0.3308,0.5788,0.1315,0.2485,0.6513,0.3024
7,8,morning,Fri,4,0,hospital,1.25,43.6,2.72,48.7,41.8,snow,medium,83.2,27.2,7.8,0,6,weather_warning,0.0765,0.4486,0.2611,0.5367,0.2449,0.4653,0.135,0.1259
13,22,afternoon,Wed,2,0,restaurant,15.66,3.2,5.33,61.0,93.4,rain,high,81.8,59.0,103.0,0,7,route_to_gas,0.2229,0.0601,0.5296,0.7732,0.4913,0.4324,0.2819,0.9347
6,4,morning,Fri,4,0,school,1.61,13.5,1.85,67.3,39.1,clear,low,70.9,37.5,28.5,0,4,refuel_soon,0.0096,0.1259,0.1585,0.7578,0.2083,0.2526,0.2057,0.3378
11,32,morning,Wed,2,0,gym,11.19,22.5,0.79,73.0,18.3,clear,high,67.1,47.5,40.9,0,4,refuel_soon,0.1148,0.2124,0.0658,0.7813,0.0673,0.2152,0.2732,0.3812
19,2,evening,Mon,0,0,work,0.8,4.4,4.84,39.3,16.8,rain,medium,90.1,140.9,23.6,0,7,route_to_gas,0.0,0.0812,0.4456,0.3778,0.1582,0.5111,0.7965,0.2739
23,10,night,Wed,2,0,hospital,16.68,17.8,4.39,50.5,12.8,clear,medium,67.2,76.6,26.2,1,4,refuel_soon,0.1255,0.18,0.4299,0.5468,0.0067,0.2359,0.3884,0.3036
16,21,afternoon,Thu,3,0,school,10.68,63.4,2.26,28.3,26.1,clear,high,79.1,4.6,76.8,0,0,no_action,0.1135,0.669,0.2215,0.3391,0.0936,0.3154,0.0,0.7472
15,47,afternoon,Fri,4,0,gym,13.66,8.8,3.25,66.9,34.8,clear,low,73.2,71.9,6.0,0,7,route_to_gas,0.1072,0.0832,0.2915,0.7742,0.2098,0.3331,0.3508,0.1907
22,35,night,Wed,2,0,gym,15.98,31.1,4.25,34.4,11.9,rain,medium,85.9,36.0,109.2,1,0,no_action,0.1225,0.325,0.4138,0.365,0.0332,0.4767,0.2136,1.0
6,29,morning,Sun,6,1,gym,10.02,88.6,2.3,90.0,29.0,clear,low,73.2,21.1,98.1,0,5,speed_alert,0.1213,0.8757,0.2144,1.0,0.1416,0.3116,0.0689,0.9277
23,7,night,Sun,6,1,gas_station,18.03,12.2,3.95,54.6,27.0,clear,medium,79.1,12.5,92.9,1,0,no_action,0.1701,0.1383,0.389,0.5976,0.2072,0.335,0.1017,0.8229
22,40,night,Mon,0,0,gym,8.21,98.2,4.83,38.8,7.7,clear,low,78.1,90.8,51.3,1,0,no_action,0.0671,0.946,0.4628,0.4035,0.0034,0.3834,0.4935,0.4449
3,35,night,Tue,1,0,home,27.8,43.8,4.95,61.8,80.4,clear,medium,86.9,59.5,30.2,1,10,coffee_suggestion,0.2651,0.4423,0.4531,0.6679,0.4205,0.4675,0.3335,0.3485
18,39,evening,Sat,5,1,hospital,12.07,71.9,5.44,50.1,55.8,rain,low,71.4,21.9,103.4,0,10,coffee_suggestion,0.1233,0.6686,0.5545,0.54,0.2835,0.2328,0.1519,0.8864
23,11,night,Wed,2,0,gas_station,23.74,32.2,5.01,59.0,49.1,clear,high,84.2,37.5,88.4,1,10,coffee_suggestion,0.1822,0.3323,0.4891,0.6898,0.2714,0.4653,0.2238,0.8159
14,4,afternoon,Wed,2,0,grocery,9.61,19.6,2.05,68.2,6.5,snow,low,59.2,99.4,108.0,0,6,weather_warning,0.0702,0.1724,0.1748,0.7946,0.0286,0.0958,0.5946,1.0
11,42,morning,Mon,0,0,home,30.59,97.0,2.74,59.8,3.5,rain,high,60.9,143.8,59.5,0,0,no_action,0.292,1.0,0.2657,0.6596,0.0346,0.1295,0.811,0.5878
14,45,afternoon,Mon,0,0,gym,2.4,63.2,4.79,34.4,60.0,clear,low,85.4,5.3,46.9,0,10,coffee_suggestion,0.0352,0.6374,0.4641,0.4063,0.3643,0.4401,0.0257,0.5215
17,22,evening,Tue,1,0,restaurant,3.98,34.2,1.48,82.6,1.0,clear,high,73.8,43.2,59.3,0,5,speed_alert,0.0241,0.3481,0.1453,0.9199,0.0,0.3151,0.2527,0.6164
23,37,night,Sun,6,1,hospital,0.99,77.6,3.95,60.6,4.7,clear,high,79.1,69.3,78.8,1,9,arrived_soon,0.0273,0.7497,0.4519,0.6768,0.0,0.3394,0.4294,0.7948
21,55,evening,Mon,0,0,school,10.65,69.7,2.74,43.9,8.0,rain,low,72.0,21.3,73.5,1,0,no_action,0.087,0.6577,0.3085,0.474,0.0449,0.2565,0.1565,0.7211
11,16,morning,Fri,4,0,gym,15.32,69.0,2.9,66.4,1.5,rain,medium,67.8,45.5,82.3,0,5,speed_alert,0.1593,0.7067,0.2779,0.7378,0.0084,0.1949,0.2659,0.7197
11,19,morning,Sat,5,1,home,20.72,60.2,5.34,66.2,67.3,rain,medium,87.2,1.7,84.1,0,5,speed_alert,0.2371,0.5693,0.4979,0.6971,0.4034,0.4639,0.0122,0.7839
21,47,evening,Tue,1,0,work,2.66,65.3,8.61,64.9,135.1,clear,medium,102.0,10.8,85.5,1,1,take_break_now,0.0297,0.6857,0.8702,0.7083,0.7526,0.6522,0.0574,0.7563
12,6,afternoon,Fri,4,0,grocery,13.13,38.7,5.99,44.9,114.1,clear,medium,84.0,13.7,100.4,0,2,take_break_soon,0.1275,0.3315,0.6204,0.5037,0.6464,0.4834,0.0511,0.8338
23,41,night,Sun,6,1,hospital,30.85,7.6,6.22,62.8,36.0,rain,high,79.1,7.7,66.3,1,7,route_to_gas,0.3145,0.0813,0.6202,0.6669,0.1784,0.3522,0.105,0.595
7,11,morning,Wed,2,0,hospital,4.37,59.5,3.63,82.2,55.3,clear,high,74.4,38.8,80.8,0,5,speed_alert,0.0451,0.5992,0.3378,0.941,0.3137,0.3032,0.1775,0.7582
9,6,morning,Sun,6,1,hospital,5.24,43.2,3.54,64.7,95.7,clear,low,71.2,2.4,46.2,0,8,food_break,0.0523,0.439,0.3462,0.7008,0.5804,0.2322,0.0341,0.4845
6,6,morning,Thu,3,0,home,46.63,93.3,2.91,89.9,40.3,clear,high,70.5,30.0,88.3,0,5,speed_alert,0.4088,0.9413,0.255,0.9866,0.2046,0.2266,0.1676,0.7423
9,54,morning,Mon,0,0,gym,29.21,19.5,4.6,53.8,142.6,clear,high,83.3,29.8,16.1,0,4,refuel_soon,0.2996,0.242,0.484,0.6018,0.8029,0.3614,0.1742,0.1715
13,20,afternoon,Sun,6,1,restaurant,12.11,80.5,1.82,68.5,9.2,clear,medium,63.3,15.5,-1.7,0,0,no_action,0.1502,0.7806,0.1653,0.7312,0.0313,0.1239,0.0819,0.0886
13,42,afternoon,Wed,2,0,restaurant,1.38,9.0,3.81,37.9,47.3,snow,medium,76.7,1.7,78.5,0,7,route_to_gas,0.0,0.1097,0.3875,0.4077,0.2728,0.2826,0.0533,0.7528
22,42,night,Sat,5,1,home,3.65,10.9,8.22,54.6,80.9,clear,high,89.6,71.9,71.4,1,1,take_break_now,0.0276,0.1165,0.8226,0.6129,0.4038,0.5143,0.3996,0.7552
14,17,afternoon,Tue,1,0,grocery,20.99,47.9,3.67,37.6,9.0,clear,medium,74.9,130.6,63.1,0,0,no_action,0.2016,0.4427,0.405,0.4028,0.0601,0.3363,0.7399,0.543
6,10,morning,Sun,6,1,hospital,7.89,76.1,0.17,50.7,4.2,rain,low,71.9,7.2,69.7,0,0,no_action,0.0456,0.7181,0.0249,0.5414,0.0592,0.254,0.013,0.6709
17,28,evening,Wed,2,0,gym,3.98,47.7,4.85,60.9,24.9,clear,low,83.2,23.9,13.6,0,0,no_action,0.031,0.4842,0.4755,0.6903,0.1273,0.4642,0.1934,0.2232
0,42,night,Thu,3,0,work,17.66,12.1,3.28,72.3,3.6,clear,medium,81.4,21.9,63.5,1,4,refuel_soon,0.1788,0.1837,0.3174,0.7894,0.0535,0.4271,0.0962,0.6047
18,19,evening,Thu,3,0,grocery,2.04,94.1,5.0,59.8,44.0,clear,low,78.0,13.0,68.5,0,0,no_action,0.0127,0.8931,0.4983,0.6022,0.2341,0.3572,0.075,0.6417
15,45,afternoon,Thu,3,0,gym,15.63,92.1,4.8,52.5,57.0,clear,low,77.8,22.6,-3.4,0,10,coffee_suggestion,0.1272,0.9421,0.4595,0.5664,0.3007,0.3174,0.0731,0.0415
9,43,morning,Wed,2,0,restaurant,29.12,20.6,0.6,55.9,26.9,snow,medium,66.8,62.0,10.7,0,6,weather_warning,0.2667,0.2224,0.0727,0.6159,0.1666,0.1657,0.3496,0.1583
13,13,afternoon,Mon,0,0,restaurant,13.45,62.7,4.17,60.0,45.5,clear,low,77.6,67.2,-7.0,0,10,coffee_suggestion,0.1446,0.64,0.4494,0.6689,0.2283,0.3409,0.3958,0.0
15,27,afternoon,Wed,2,0,home,17.12,10.1,1.93,59.6,23.6,snow,low,69.0,4.6,78.3,0,6,weather_warning,0.1949,0.0886,0.1801,0.6705,0.1275,0.2623,0.0,0.6936
13,16,afternoon,Fri,4,0,hospital,12.55,80.5,3.17,69.5,47.8,rain,low,74.7,86.1,81.7,0,5,speed_alert,0.0459,0.7711,0.313,0.7829,0.212,0.3068,0.4449,0.7711
3,22,night,Sun,6,1,gas_station,11.22,44.8,4.88,63.1,71.6,clear,medium,85.1,107.2,54.0,1,1,take_break_now,0.1325,0.3858,0.5361,0.6949,0.4354,0.3772,0.6034,0.5162
4,35,night,Sat,5,1,home,23.35,37.9,3.65,69.8,17.4,clear,medium,68.3,23.0,77.1,1,0,no_action,0.2828,0.2894,0.3671,0.804,0.0912,0.2149,0.1199,0.7428
23,14,night,Sat,5,1,gym,33.11,67.7,4.46,46.4,11.9,clear,high,65.5,10.0,53.8,1,0,no_action,0.3547,0.7449,0.4882,0.5215,0.0395,0.2419,0.0443,0.5116
6,53,morning,Sat,5,1,home,9.57,4.9,0.06,30.9,24.8,rain,low,61.9,13.5,83.1,0,7,route_to_gas,0.1374,0.0257,0.0086,0.3726,0.1145,0.1477,0.0739,0.7362
8,31,morning,Wed,2,0,gym,0.7,8.0,1.07,60.5,15.0,clear,medium,70.9,26.2,37.6,0,7,route_to_gas,0.0,0.0288,0.0966,0.6937,0.0921,0.2735,0.1523,0.4085
17,54,evening,Sun,6,1,school,24.85,92.5,3.39,51.7,1.0,clear,low,72.1,0.4,18.3,0,0,no_action,0.2518,0.9422,0.3327,0.5145,0.0233,0.2803,0.0,0.259
2,58,night,Sun,6,1,hospital,29.87,2.3,4.77,43.9,75.8,rain,medium,68.2,8.0,9.6,1,7,route_to_gas,0.2767,0.0,0.4998,0.4492,0.4249,0.2095,0.0289,0.1299
17,31,evening,Sun,6,1,school,4.57,82.7,4.54,30.1,20.2,clear,low,72.3,36.3,24.6,0,0,no_action,0.0092,0.8665,0.4817,0.276,0.0678,0.2966,0.193,0.3331
8,41,morning,Wed,2,0,hospital,10.48,55.2,1.76,42.6,11.2,rain,medium,69.0,23.7,42.5,0,0,no_action,0.1074,0.5066,0.1755,0.4749,0.1161,0.1832,0.1232,0.4761
1,27,night,Wed,2,0,grocery,6.13,77.6,2.09,56.8,10.9,clear,low,68.6,87.2,92.5,1,0,no_action,0.0294,0.7783,0.2412,0.6346,0.0422,0.2283,0.4231,0.8503
3,19,night,Thu,3,0,work,3.42,61.9,5.39,47.2,110.1,clear,medium,82.0,49.3,9.6,1,10,coffee_suggestion,0.0163,0.6597,0.5389,0.4991,0.6049,0.4375,0.2611,0.1917
4,51,night,Wed,2,0,hospital,11.12,22.1,2.42,53.9,3.6,rain,low,83.6,29.1,54.1,1,4,refuel_soon,0.112,0.2213,0.2366,0.5735,0.0302,0.411,0.1347,0.5646
11,15,morning,Thu,3,0,gas_station,13.14,94.9,1.61,46.2,27.5,clear,high,81.0,39.9,99.7,0,0,no_action,0.1331,1.0,0.0979,0.5244,0.1307,0.3165,0.2111,0.9692
23,9,night,Tue,1,0,home,2.58,69.1,3.31,68.6,10.7,clear,high,75.7,48.2,84.0,1,0,no_action,0.074,0.695,0.3822,0.7255,0.065,0.3099,0.272,0.8197
22,54,night,Tue,1,0,school,12.21,79.2,6.86,40.6,47.7,rain,medium,94.1,1.3,74.3,1,1,take_break_now,0.1389,0.767,0.697,0.5092,0.2724,0.5787,0.0282,0.7119
9,46,morning,Wed,2,0,restaurant,4.02,59.2,0.95,74.4,13.1,clear,medium,72.6,137.2,1.7,0,0,no_action,0.0674,0.5968,0.1089,0.8138,0.031,0.2471,0.7541,0.0592
14,16,afternoon,Thu,3,0,grocery,19.18,7.2,2.45,57.8,11.7,rain,low,76.2,34.3,46.7,0,7,route_to_gas,0.1532,0.0625,0.2121,0.6641,0.0227,0.2999,0.2066,0.4533
2,11,night,Fri,4,0,grocery,0.35,50.4,6.75,45.3,147.8,clear,medium,82.6,2.7,1.3,1,9,arrived_soon,0.0154,0.558,0.6536,0.448,0.8424,0.3849,0.0065,0.0408
2,27,night,Fri,4,0,hospital,8.02,12.3,2.93,30.7,6.1,clear,medium,73.2,170.9,82.7,1,4,refuel_soon,0.0595,0.1171,0.3286,0.3196,0.0033,0.2882,0.9156,0.7209
10,9,morning,Sun,6,1,gas_station,2.16,34.6,3.85,45.0,72.7,clear,medium,70.2,34.7,17.9,0,10,coffee_suggestion,0.0148,0.3203,0.3799,0.5259,0.3671,0.2698,0.1723,0.2401
7,56,morning,Fri,4,0,work,3.31,81.4,3.41,35.8,40.5,rain,high,76.6,23.2,59.7,0,0,no_action,0.0088,0.8081,0.4003,0.3695,0.1958,0.2982,0.1479,0.5797
13,34,afternoon,Thu,3,0,home,55.03,34.9,2.34,45.0,19.3,rain,medium,76.1,118.1,44.9,0,0,no_action,0.551,0.372,0.2433,0.495,0.0786,0.322,0.6816,0.4426
6,28,morning,Sat,5,1,work,4.19,9.5,1.46,36.1,64.8,clear,medium,82.2,20.6,75.2,0,7,route_to_gas,0.0497,0.0774,0.1508,0.3878,0.3491,0.3524,0.1137,0.7373
6,37,morning,Sat,5,1,gym,1.2,69.1,3.47,32.9,75.3,clear,medium,85.7,75.1,100.5,0,9,arrived_soon,0.0,0.6851,0.3718,0.3594,0.4344,0.441,0.439,0.8728
21,57,evening,Sat,5,1,gym,1.88,31.3,3.37,58.8,25.3,rain,high,83.6,20.9,79.2,1,9,arrived_soon,0.0216,0.3457,0.35,0.6372,0.146,0.4346,0.1149,0.7554
15,17,afternoon,Sat,5,1,restaurant,10.9,33.9,3.39,43.9,23.5,rain,low,87.3,57.1,106.6,0,0,no_action,0.0976,0.3423,0.3516,0.4685,0.1176,0.4925,0.35,0.9739
19,14,evening,Tue,1,0,home,17.5,37.5,5.25,61.3,87.0,snow,low,79.2,69.5,33.5,0,6,weather_warning,0.1669,0.392,0.551,0.6747,0.5179,0.4013,0.4274,0.3763
11,51,morning,Fri,4,0,school,35.59,35.1,7.37,76.4,177.1,rain,low,74.3,66.8,60.8,0,5,speed_alert,0.3505,0.3266,0.7307,0.9366,1.0,0.2602,0.3879,0.6142
18,8,evening,Mon,0,0,school,31.41,41.6,3.23,44.4,1.4,clear,high,72.6,19.2,50.5,0,0,no_action,0.3627,0.3952,0.3292,0.4824,0.0252,0.2591,0.1645,0.4531
10,5,morning,Sun,6,1,hospital,0.2,11.6,2.14,83.0,15.8,rain,high,73.7,9.2,28.8,0,5,speed_alert,0.0,0.0569,0.2011,0.9145,0.0558,0.319,0.0444,0.304
10,16,morning,Sat,5,1,restaurant,3.09,48.1,0.97,50.7,10.7,snow,low,66.5,23.1,106.1,0,6,weather_warning,0.0025,0.473,0.1416,0.5679,0.0514,0.2528,0.1197,1.0
8,3,morning,Fri,4,0,gas_station,0.96,85.5,1.61,62.0,62.0,rain,medium,68.6,26.2,16.0,0,9,arrived_soon,0.0,0.8203,0.1538,0.729,0.3329,0.2455,0.1462,0.2554
17,28,evening,Fri,4,0,grocery,3.74,14.8,5.32,40.0,36.3,rain,medium,81.7,22.2,84.4,0,4,refuel_soon,0.0,0.1373,0.5623,0.4652,0.199,0.4039,0.0982,0.8354
21,59,evening,Wed,2,0,gas_station,1.62,13.0,4.23,89.7,22.0,snow,medium,72.3,9.2,3.0,1,6,weather_warning,0.0017,0.074,0.3892,1.0,0.1426,0.2807,0.107,0.1667
22,7,night,Fri,4,0,work,5.56,67.8,5.7,71.3,5.2,clear,low,77.7,23.7,83.4,1,1,take_break_now,0.0086,0.7168,0.6119,0.7647,0.019,0.3192,0.1278,0.7819
14,16,afternoon,Thu,3,0,home,2.14,49.1,2.55,45.8,25.7,clear,high,77.0,0.1,83.8,0,0,no_action,0.0,0.4805,0.2545,0.4938,0.1525,0.3508,0.0655,0.7896
16,52,afternoon,Mon,0,0,grocery,35.03,99.5,4.48,46.1,59.4,rain,medium,85.1,45.7,5.7,0,10,coffee_suggestion,0.4248,0.9837,0.4002,0.4697,0.3741,0.4368,0.2586,0.1146
3,3,night,Fri,4,0,home,4.29,18.0,2.79,33.1,16.6,clear,medium,82.2,49.5,86.0,1,4,refuel_soon,0.0431,0.1554,0.2393,0.3503,0.1318,0.4281,0.2459,0.7909
2,56,night,Wed,2,0,restaurant,4.22,10.6,4.37,46.7,17.3,clear,medium,77.4,47.9,4.9,1,4,refuel_soon,0.0504,0.13,0.3821,0.5112,0.1456,0.3594,0.2102,0.1441
2,17,night,Fri,4,0,gym,18.83,4.9,5.27,51.6,91.7,fog,low,81.9,16.6,78.5,1,6,weather_warning,0.183,0.0542,0.5498,0.5837,0.5444,0.3894,0.1235,0.7412
16,2,afternoon,Mon,0,0,work,1.16,28.0,3.96,43.6,25.6,clear,medium,67.6,89.6,9.6,0,9,arrived_soon,0.0687,0.2923,0.3948,0.4394,0.1424,0.2767,0.5447,0.1717
15,27,afternoon,Tue,1,0,school,1.83,11.5,2.47,78.2,27.6,clear,high,75.2,172.7,12.0,0,4,refuel_soon,0.0,0.1579,0.3049,0.8727,0.1452,0.297,0.9597,0.1666
17,15,evening,Sat,5,1,grocery,3.47,90.8,4.58,66.4,12.7,clear,medium,79.6,7.9,12.5,0,0,no_action,0.0135,0.8807,0.427,0.7307,0.0916,0.3519,0.0623,0.1166
19,34,evening,Mon,0,0,gas_station,36.94,30.3,4.07,70.9,24.2,rain,medium,63.2,57.2,3.2,0,5,speed_alert,0.388,0.2638,0.3876,0.7864,0.0983,0.1049,0.3128,0.1276
15,55,afternoon,Tue,1,0,school,4.22,26.8,4.44,45.1,102.0,clear,medium,80.3,18.1,73.6,0,8,food_break,0.0288,0.2555,0.4207,0.5171,0.5425,0.3458,0.1344,0.6914
20,37,evening,Sat,5,1,grocery,23.37,40.6,5.86,43.7,32.2,rain,high,85.1,37.5,27.2,0,2,take_break_soon,0.2625,0.3705,0.5852,0.4157,0.1327,0.4741,0.2195,0.2994
4,58,night,Sun,6,1,restaurant,1.47,31.5,1.84,34.2,2.1,clear,medium,68.3,152.9,97.3,1,9,arrived_soon,0.0601,0.3195,0.2182,0.3983,0.0439,0.2102,0.8433,0.8877
18,34,evening,Thu,3,0,hospital,0.2,29.9,3.82,65.2,35.5,rain,low,71.1,0.3,83.4,0,5,speed_alert,0.0,0.313,0.3442,0.7112,0.1984,0.2416,0.0039,0.7803
21,27,evening,Wed,2,0,grocery,8.89,47.3,5.29,37.4,10.6,clear,low,78.4,19.3,-2.9,1,0,no_action,0.0764,0.4927,0.5569,0.4241,0.131,0.3034,0.0826,0.0514
17,43,evening,Sat,5,1,hospital,34.44,33.1,2.84,77.4,4.2,clear,low,78.2,69.7,35.5,0,0,no_action,0.3114,0.3222,0.2665,0.8408,0.0299,0.3587,0.3805,0.3901
18,40,evening,Wed,2,0,school,23.51,78.1,7.68,54.1,102.5,clear,low,85.2,30.4,41.8,0,1,take_break_now,0.2735,0.7635,0.8094,0.5691,0.5604,0.4819,0.1739,0.4996
2,3,night,Fri,4,0,school,10.74,66.8,2.3,75.6,18.9,clear,medium,76.8,33.5,10.9,1,0,no_action,0.1232,0.7289,0.2619,0.8505,0.1456,0.3511,0.1725,0.1399
22,17,night,Mon,0,0,school,4.83,60.6,5.35,79.4,12.8,clear,medium,70.2,75.4,48.0,1,0,no_action,0.0743,0.6481,0.489,0.8989,0.11,0.2825,0.3559,0.4577
15,19,afternoon,Sun,6,1,gas_station,6.65,14.5,2.23,57.2,1.0,clear,high,71.6,4.2,39.6,0,0,no_action,0.069,0.1774,0.2116,0.5922,0.0199,0.2736,0.0381,0.3756
0,28,night,Tue,1,0,work,26.42,37.6,1.93,38.5,21.0,rain,low,81.1,110.7,77.5,1,0,no_action,0.2422,0.3764,0.2172,0.4473,0.1497,0.3743,0.6175,0.7663
9,20,morning,Thu,3,0,home,16.02,8.3,2.06,57.2,40.6,clear,high,77.2,37.4,88.8,0,7,route_to_gas,0.1355,0.1423,0.1758,0.6387,0.2363,0.3312,0.1775,0.7998
14,18,afternoon,Fri,4,0,restaurant,5.24,12.6,3.41,49.8,8.7,rain,medium,82.3,28.8,51.2,0,4,refuel_soon,0.0316,0.0893,0.2914,0.5308,0.0659,0.3745,0.1137,0.483
0,32,night,Thu,3,0,home,4.53,13.8,2.88,42.2,2.0,rain,low,78.8,112.8,58.7,1,4,refuel_soon,0.0766,0.1696,0.276,0.4655,0.0019,0.315,0.6706,0.5946
3,15,night,Fri,4,0,work,14.02,40.2,2.17,58.1,10.0,rain,low,75.0,75.6,4.2,1,0,no_action,0.1491,0.3573,0.2638,0.6034,0.045,0.2728,0.3982,0.1188
6,40,morning,Sun,6,1,hospital,0.32,89.0,0.0,44.8,12.6,rain,medium,58.7,38.2,108.2,0,9,arrived_soon,0.0423,0.9063,0.0,0.4818,0.0537,0.1135,0.2063,0.9508
10,28,morning,Tue,1,0,gym,13.9,18.6,6.33,90.0,135.4,clear,high,80.8,74.1,64.1,0,5,speed_alert,0.1626,0.1695,0.5899,0.9653,0.7653,0.3829,0.4322,0.6205
14,17,afternoon,Sun,6,1,school,16.35,74.1,1.77,71.2,18.2,fog,low,66.6,24.4,56.3,0,6,weather_warning,0.147,0.8302,0.155,0.8542,0.1233,0.1772,0.1423,0.5757
23,9,night,Tue,1,0,gym,4.21,14.0,3.94,57.6,34.3,snow,low,76.2,24.7,38.8,1,6,weather_warning,0.0327,0.1982,0.4008,0.6715,0.1871,0.2718,0.1576,0.3866
11,15,morning,Mon,0,0,home,8.36,30.8,5.41,24.3,115.4,clear,medium,85.0,98.9,39.5,0,2,take_break_soon,0.0771,0.3191,0.4961,0.2324,0.6412,0.4736,0.5488,0.3886
13,12,afternoon,Tue,1,0,home,10.15,56.7,4.35,51.4,65.6,clear,low,76.6,18.6,29.1,0,10,coffee_suggestion,0.1063,0.5718,0.4046,0.5742,0.3877,0.3352,0.1447,0.2601
13,13,afternoon,Sun,6,1,home,1.35,7.6,1.19,71.0,13.4,clear,low,69.7,14.2,82.8,0,7,route_to_gas,0.0,0.1105,0.135,0.7706,0.1194,0.2749,0.0542,0.7685
4,38,night,Tue,1,0,home,49.86,67.1,2.67,25.2,2.9,rain,medium,63.3,87.4,-7.8,1,0,no_action,0.4909,0.6318,0.2475,0.2909,0.0146,0.1914,0.5144,0.0109
9,22,morning,Wed,2,0,school,17.55,65.9,4.15,47.7,70.4,snow,high,84.9,9.5,59.2,0,6,weather_warning,0.2163,0.6458,0.4062,0.581,0.4101,0.3699,0.0664,0.5592
18,11,evening,Mon,0,0,grocery,14.37,38.3,4.63,77.4,29.9,rain,medium,85.8,32.9,104.1,0,5,speed_alert,0.1499,0.3962,0.4707,0.861,0.2311,0.4248,0.2176,0.9474
7,35,morning,Tue,1,0,grocery,25.16,15.9,3.62,71.4,68.8,clear,low,75.7,6.4,93.4,0,4,refuel_soon,0.2555,0.1537,0.3186,0.7966,0.3689,0.3135,0.0466,0.8998
2,19,night,Sat,5,1,gym,2.99,65.5,1.14,59.8,1.0,rain,high,74.1,46.0,73.1,1,0,no_action,0.0397,0.6499,0.1249,0.6637,0.0219,0.3067,0.2455,0.6319
0,54,night,Fri,4,0,gas_station,2.16,12.8,3.41,57.5,13.0,clear,low,71.0,25.6,90.8,1,0,no_action,0.0434,0.111,0.327,0.6229,0.0743,0.2244,0.0747,0.8538
0,36,night,Thu,3,0,hospital,4.43,32.7,3.27,48.2,46.1,clear,low,85.1,8.6,58.4,1,0,no_action,0.0542,0.3561,0.3244,0.6139,0.2403,0.4683,0.0709,0.5491
4,9,night,Fri,4,0,work,5.38,26.5,2.37,64.8,8.7,snow,high,74.3,62.9,10.6,1,6,weather_warning,0.0465,0.2512,0.302,0.7478,0.0192,0.3644,0.3367,0.1728
0,34,night,Thu,3,0,school,15.08,28.1,6.73,53.1,91.6,clear,low,85.4,18.8,31.3,1,1,take_break_now,0.156,0.2652,0.6158,0.5475,0.4948,0.4398,0.0881,0.3551
21,24,evening,Thu,3,0,grocery,1.04,72.3,5.01,32.9,1.6,fog,medium,76.5,51.2,29.8,1,9,arrived_soon,0.0,0.7245,0.502,0.3418,0.0687,0.3232,0.2877,0.3193
13,19,afternoon,Tue,1,0,hospital,8.75,62.1,3.87,53.6,56.6,clear,high,82.4,64.9,97.2,0,10,coffee_suggestion,0.0843,0.5467,0.3391,0.584,0.2815,0.4288,0.3211,0.8779
