hour,time_of_day,day_of_week,is_weekend,event_category,scheduled_event,time_until_event_min,location,energy_level,phone_battery_pct,tasks_pending,last_meal_hours_ago,last_break_minutes_ago,weather,focus_score,fuel_level_pct,has_unread_email,messages_pending,last_media,is_night,suggestion_name,suggestion_label
15,afternoon,2,0,none,none,999,outside,78.6,37.6,10,1.56,26.9,clear,75.4,53.4,0,1,podcast,0,focus_session,5
8,morning,0,0,none,none,999,home,74.3,32.3,0,2.85,18.5,rain,17.2,84.8,1,1,music,0,read_email_alert,12
6,morning,2,0,health,medication_reminder,120,outside,14.7,66.9,3,0.31,38.4,fog,85.7,63.3,0,3,music,0,no_action,7
12,afternoon,6,1,health,therapy,50,home,80.8,44.7,2,2.65,69.2,rain,12.4,55.3,1,0,podcast,0,no_action,7
22,night,3,0,none,none,999,home,58.1,100.0,4,1.56,77.3,rain,86.3,65.2,0,5,music,1,wind_down,22
11,morning,2,0,none,none,999,home,66.3,86.5,8,0.76,147.0,rain,25.0,90.3,0,2,podcast,0,focus_session,5
22,night,2,0,none,none,999,home,26.8,55.4,4,0.04,70.3,clear,62.1,52.6,0,0,podcast,1,wind_down,22
4,night,5,1,health,medication_reminder,2,commuting,71.7,58.6,6,0.81,10.2,fog,64.2,22.3,0,5,podcast,1,find_parking,4
21,night,4,0,school,exam,-2,school,92.3,82.6,9,0.02,81.0,clear,97.1,60.8,0,5,music,1,silence_phone,14
17,evening,1,0,social,family_time,146,home,33.8,44.3,1,0.46,86.9,clear,65.7,23.5,1,2,music,0,no_action,7
14,afternoon,5,1,work,deadline,10,work,66.1,76.9,1,2.09,48.1,rain,37.3,44.7,0,0,music,0,no_action,7
15,afternoon,5,1,social,friends_hangout,69,outside,29.2,100.0,7,5.6,1.2,rain,70.1,40.6,0,3,music,0,no_action,7
12,afternoon,3,0,none,none,999,home,29.8,89.5,5,2.59,111.1,fog,10.2,66.7,0,5,none,0,no_action,7
19,evening,2,0,school,lecture,122,school,49.1,31.9,7,2.57,1.6,clear,54.7,54.0,0,1,music,0,no_action,7
7,morning,6,1,social,date,120,outside,11.4,70.1,10,0.16,164.0,clear,73.3,58.9,0,2,music,0,no_action,7
15,afternoon,6,1,none,none,999,home,93.9,84.5,9,1.57,36.1,clear,25.3,76.8,1,2,podcast,0,read_email_alert,12
16,afternoon,0,0,school,exam,76,school,43.2,29.1,7,4.51,120.0,rain,41.1,72.1,1,2,music,0,study_for_class,18
7,morning,3,0,work,deadline,76,work,50.0,58.3,6,0.04,54.2,clear,49.1,86.5,1,0,podcast,0,no_action,7
13,afternoon,5,1,none,none,999,home,24.4,54.5,4,0.15,33.4,rain,72.1,52.7,1,2,none,0,read_email_alert,12
4,night,0,0,none,none,999,home,58.2,74.5,3,0.88,63.7,snow,82.8,23.5,0,4,none,1,no_action,7
9,morning,0,0,work,team_meeting,8,commuting,91.3,53.5,6,0.16,149.2,clear,85.9,37.7,0,0,none,0,find_parking,4
15,afternoon,2,0,work,focus_work,96,work,70.6,44.4,6,0.4,124.9,clear,74.1,74.0,1,4,music,0,take_break,20
17,evening,5,1,social,date,2,commuting,75.9,47.3,2,4.27,21.9,clear,51.9,20.4,0,5,none,0,find_parking,4
14,afternoon,5,1,social,date,87,outside,47.4,97.5,9,1.12,97.4,clear,75.4,100.0,0,1,music,0,no_action,7
21,night,0,0,social,dinner,145,restaurant,54.6,75.3,7,5.41,79.0,rain,20.6,72.5,0,0,music,1,no_action,7
16,afternoon,6,1,social,family_time,31,outside,66.6,100.0,8,2.33,45.6,rain,69.7,37.2,1,4,podcast,0,start_commute,17
15,afternoon,0,0,work,deadline,148,work,56.0,78.7,2,3.44,72.8,clear,41.0,19.8,0,1,podcast,0,no_action,7
15,afternoon,1,0,school,exam,-9,school,76.9,38.5,0,3.77,98.2,clear,37.5,62.8,1,3,podcast,0,silence_phone,14
9,morning,4,0,work,presentation,-28,commuting,16.2,40.6,3,0.92,83.6,clear,35.0,28.2,1,5,none,0,send_late_message,13
16,afternoon,0,0,school,exam,93,school,48.3,74.6,6,1.59,93.8,rain,75.9,50.5,0,2,music,0,study_for_class,18
6,morning,3,0,school,exam,103,school,78.3,80.9,3,1.82,117.7,snow,54.2,70.4,1,3,music,0,study_for_class,18
12,afternoon,2,0,work,deadline,-23,work,64.0,40.6,9,3.95,156.4,clear,18.8,73.8,0,1,none,0,send_late_message,13
18,evening,1,0,work,team_meeting,31,work,72.3,55.6,0,0.61,169.0,clear,82.6,86.4,0,5,none,0,take_break,20
3,night,6,1,none,none,999,outside,80.0,98.1,3,2.86,33.8,rain,74.8,78.4,0,0,music,1,no_action,7
21,night,5,1,social,family_time,65,home,13.5,80.7,7,2.2,58.1,clear,51.4,25.9,0,4,podcast,1,no_action,7
1,night,2,0,none,none,999,home,37.4,100.0,10,0.77,173.0,clear,78.4,35.6,0,3,music,1,sleep_suggestion,15
2,night,5,1,school,exam,175,school,37.8,78.0,9,0.28,92.1,rain,62.5,77.1,1,1,none,1,sleep_suggestion,15
3,night,4,0,none,none,999,home,22.5,94.1,6,1.73,102.5,fog,92.9,94.2,0,4,music,1,sleep_suggestion,15
4,night,2,0,none,none,999,home,51.5,100.0,10,5.62,90.7,snow,36.2,64.5,1,2,none,1,no_action,7
4,night,6,1,none,none,999,home,34.8,97.3,3,0.34,114.5,clear,20.4,98.5,0,1,music,1,sleep_suggestion,15
13,afternoon,5,1,work,deadline,147,work,73.0,85.1,5,3.64,144.5,clear,48.8,98.3,0,4,music,0,take_break,20
16,afternoon,5,1,health,medication_reminder,151,home,41.9,100.0,7,0.11,5.7,clear,91.6,100.0,0,5,music,0,no_action,7
6,morning,4,0,none,none,999,home,82.0,46.7,2,4.32,22.5,clear,89.7,100.0,0,0,music,0,exercise_suggestion,2
20,evening,5,1,social,dinner,93,restaurant,94.4,80.6,1,0.18,69.4,clear,16.8,72.7,0,1,none,0,no_action,7
9,morning,3,0,work,presentation,53,commuting,35.1,70.5,7,3.2,58.7,clear,2.1,77.0,1,3,none,0,play_music,9
12,afternoon,3,0,school,assignment_due,55,school,16.9,77.0,5,8.64,48.8,clear,30.2,72.2,0,5,none,0,eat_something,1
5,morning,1,0,none,none,999,home,34.6,80.7,6,1.34,14.8,fog,39.6,39.9,0,4,music,1,no_action,7
8,morning,5,1,none,none,999,home,79.9,100.0,6,3.96,56.5,snow,98.9,85.4,1,3,none,0,read_email_alert,12
20,evening,1,0,work,focus_work,170,work,85.4,5.0,1,0.9,154.8,clear,69.9,28.3,0,5,podcast,0,charge_phone,0
12,afternoon,0,0,health,therapy,103,outside,54.1,100.0,6,2.07,41.4,fog,74.2,100.0,0,5,podcast,0,no_action,7
20,evening,5,1,none,none,999,home,91.3,7.7,6,1.85,103.8,rain,14.3,58.6,0,2,podcast,0,charge_phone,0
11,morning,0,0,health,gym,62,gym,70.5,58.7,9,0.5,39.3,clear,58.9,77.1,1,4,podcast,0,no_action,7
17,evening,0,0,social,family_time,174,home,59.9,52.8,7,0.45,52.9,fog,4.0,43.1,0,2,none,0,no_action,7
12,afternoon,6,1,school,study_session,125,school,53.9,56.8,6,1.12,107.4,fog,37.6,76.4,0,1,none,0,take_break,20
20,evening,5,1,social,dinner,24,restaurant,70.3,41.5,4,1.26,139.2,clear,3.5,81.3,0,3,podcast,0,get_ready,6
14,afternoon,0,0,health,gym,44,gym,14.5,33.2,8,2.58,20.1,clear,92.2,57.5,0,2,podcast,0,no_action,7
18,evening,2,0,social,friends_hangout,64,home,71.0,53.7,5,1.67,167.2,clear,31.8,83.9,0,2,music,0,no_action,7
8,morning,0,0,school,study_session,108,school,36.4,47.1,10,0.08,114.7,rain,67.8,34.2,0,1,music,0,study_for_class,18
4,night,2,0,none,none,999,outside,40.6,88.9,0,1.22,122.1,rain,62.3,58.9,1,1,none,1,sleep_suggestion,15
13,afternoon,2,0,health,gym,139,gym,94.2,96.9,3,0.41,67.1,clear,16.5,53.3,0,3,none,0,no_action,7
22,night,5,1,none,none,999,outside,34.6,78.6,2,0.39,53.0,rain,5.6,83.1,0,3,podcast,1,wind_down,22
11,morning,1,0,health,doctor_appointment,64,home,36.6,100.0,5,0.71,19.3,clear,18.5,47.3,0,0,podcast,0,no_action,7
19,evening,5,1,social,dinner,85,restaurant,37.0,70.4,4,1.81,78.1,rain,39.0,18.7,0,2,none,0,no_action,7
14,afternoon,6,1,none,none,999,home,90.9,100.0,0,1.02,58.8,clear,25.4,85.2,1,1,music,0,read_email_alert,12
22,night,4,0,social,date,71,home,12.9,100.0,6,2.15,95.8,clear,56.8,80.1,0,4,none,1,no_action,7
8,morning,6,1,none,none,999,home,14.5,24.3,6,0.11,124.6,clear,98.9,43.5,0,0,music,0,no_action,7
21,night,1,0,health,medication_reminder,178,outside,14.7,59.8,5,1.63,28.1,clear,48.2,75.5,1,5,none,1,no_action,7
7,morning,4,0,social,family_time,-4,commuting,28.4,54.1,9,0.03,122.3,rain,53.2,87.4,0,4,none,0,play_music,9
5,morning,5,1,none,none,999,outside,93.5,33.6,6,3.73,40.3,clear,77.4,92.3,0,2,none,1,no_action,7
18,evening,3,0,social,family_time,129,outside,90.9,56.1,3,6.55,79.9,clear,67.6,18.6,0,5,none,0,eat_something,1
15,afternoon,3,0,none,none,999,outside,56.6,61.0,7,2.48,17.2,clear,73.1,51.5,1,4,podcast,0,read_email_alert,12
6,morning,3,0,none,none,999,home,46.3,100.0,4,2.79,95.6,rain,39.8,100.0,0,5,none,0,no_action,7
4,night,5,1,none,none,999,outside,44.1,66.2,1,4.93,45.2,clear,54.7,94.1,0,1,music,1,sleep_suggestion,15
15,afternoon,2,0,social,family_time,75,outside,75.6,69.6,5,0.85,120.8,clear,13.2,75.5,0,2,music,0,no_action,7
9,morning,2,0,none,none,999,home,48.8,67.5,9,0.73,35.7,rain,22.3,30.9,0,5,podcast,0,no_action,7
1,night,4,0,none,none,999,outside,75.2,100.0,8,2.34,61.3,clear,16.0,58.2,0,1,none,1,no_action,7
10,morning,4,0,health,therapy,142,outside,35.2,45.0,1,0.65,6.5,clear,3.9,42.6,0,1,podcast,0,no_action,7
15,afternoon,5,1,none,none,999,outside,72.8,44.5,5,0.91,101.9,clear,27.5,44.7,0,5,none,0,focus_session,5
11,morning,4,0,health,medication_reminder,-14,commuting,33.3,54.5,3,0.18,16.2,clear,33.7,38.3,1,5,none,0,play_music,9
13,afternoon,1,0,social,friends_hangout,149,outside,40.1,5.0,2,1.0,95.4,clear,20.9,55.6,0,3,music,0,charge_phone,0
5,morning,6,1,none,none,999,home,15.1,100.0,6,0.07,70.5,snow,24.7,43.4,1,3,podcast,1,no_action,7
19,evening,6,1,social,family_time,116,home,81.1,93.6,1,0.3,98.2,clear,15.6,73.5,0,4,none,0,no_action,7
3,night,4,0,none,none,999,outside,55.4,70.6,2,0.25,30.4,rain,86.6,53.4,0,4,podcast,1,no_action,7
19,evening,1,0,work,focus_work,29,work,68.0,72.2,7,0.05,77.3,snow,55.6,100.0,1,1,music,0,no_action,7
11,morning,6,1,health,therapy,172,home,32.8,88.6,9,4.01,18.5,clear,9.3,46.9,1,2,none,0,no_action,7
9,morning,2,0,social,friends_hangout,163,outside,39.1,89.1,4,2.16,117.4,rain,21.2,63.6,0,1,none,0,no_action,7
8,morning,1,0,school,exam,58,commuting,51.9,66.8,1,0.03,14.7,snow,48.3,78.3,1,2,music,0,play_music,9
23,night,5,1,none,none,999,outside,14.5,77.5,6,4.42,103.8,clear,6.9,66.9,0,1,none,1,sleep_suggestion,15
1,night,1,0,none,none,999,outside,36.4,83.0,3,1.49,125.6,rain,30.8,46.7,1,3,podcast,1,sleep_suggestion,15
2,night,6,1,school,lecture,92,school,49.8,51.9,0,0.09,123.2,rain,55.7,55.6,0,3,podcast,1,study_for_class,18
21,night,6,1,health,medication_reminder,-26,commuting,75.6,66.6,0,3.03,21.3,clear,32.3,43.2,0,5,none,1,take_medication,21
22,night,4,0,none,none,999,home,17.7,87.2,4,1.59,68.4,clear,24.0,100.0,0,3,none,1,wind_down,22
10,morning,6,1,none,none,999,outside,88.6,100.0,0,10.0,104.9,clear,47.6,5.0,0,1,music,0,eat_something,1
5,morning,4,0,none,none,999,home,70.0,100.0,3,0.25,103.1,rain,87.3,45.9,0,5,none,1,no_action,7
10,morning,4,0,social,date,154,home,65.5,60.5,3,3.79,35.3,rain,52.4,21.5,0,2,none,0,no_action,7
8,morning,3,0,social,dinner,8,restaurant,16.0,71.4,10,0.1,53.2,clear,49.8,76.0,0,5,music,0,get_ready,6
16,afternoon,1,0,school,lecture,68,school,75.7,80.6,3,0.91,115.4,clear,70.2,97.2,0,2,podcast,0,study_for_class,18
4,night,5,1,none,none,999,home,97.0,59.1,6,1.98,167.5,clear,41.2,86.8,1,4,none,1,no_action,7
10,morning,6,1,social,dinner,122,restaurant,55.5,67.5,0,0.35,118.5,clear,11.4,52.6,1,4,none,0,no_action,7
23,night,0,0,none,none,999,home,49.8,100.0,6,2.09,11.1,clear,73.0,37.1,0,0,none,1,wind_down,22
9,morning,0,0,social,date,94,outside,70.8,51.0,5,0.08,111.6,clear,55.2,52.4,0,0,none,0,no_action,7
7,morning,4,0,work,deadline,5,commuting,60.9,51.6,2,4.77,71.3,clear,43.3,67.0,0,0,music,0,find_parking,4
13,afternoon,1,0,work,deadline,101,work,81.2,56.4,9,4.95,64.8,clear,94.1,39.8,0,1,podcast,0,no_action,7
12,afternoon,5,1,none,none,999,home,56.5,69.5,8,1.74,168.5,snow,14.9,52.7,1,5,none,0,read_email_alert,12
8,morning,5,1,work,presentation,-2,commuting,49.6,55.1,5,2.07,68.6,clear,18.9,54.9,0,5,none,0,play_music,9
0,night,3,0,school,lecture,91,school,33.8,37.7,1,1.4,12.3,snow,63.1,58.3,1,0,none,1,sleep_suggestion,15
15,afternoon,6,1,health,gym,125,gym,53.1,66.2,4,0.04,147.5,rain,76.4,64.0,0,1,music,0,no_action,7
14,afternoon,6,1,social,friends_hangout,80,home,32.0,82.8,5,1.82,69.3,clear,48.3,49.1,0,1,none,0,no_action,7
3,night,2,0,work,presentation,14,work,99.5,98.4,4,0.45,46.5,clear,9.8,100.0,0,0,podcast,1,prepare_for_meeting,11
16,afternoon,4,0,work,deadline,-21,work,25.3,60.6,8,0.27,22.2,clear,5.9,59.5,0,4,podcast,0,send_late_message,13
17,evening,5,1,social,dinner,47,restaurant,25.3,96.3,8,0.11,59.6,clear,2.4,34.9,0,5,podcast,0,no_action,7
15,afternoon,2,0,none,none,999,home,20.3,85.2,3,1.35,30.5,clear,79.8,66.4,0,4,music,0,no_action,7
11,morning,6,1,social,friends_hangout,80,home,99.3,100.0,5,0.55,157.4,rain,49.0,49.3,0,2,podcast,0,no_action,7
22,night,5,1,social,friends_hangout,45,outside,62.1,58.1,0,3.57,144.7,fog,89.0,100.0,0,5,music,1,no_action,7
22,night,3,0,none,none,999,home,45.6,82.0,6,0.29,28.6,rain,43.4,44.3,0,0,none,1,wind_down,22
22,night,2,0,none,none,999,outside,42.2,6.3,0,1.8,103.6,rain,19.9,52.0,0,3,none,1,charge_phone,0
18,evening,6,1,school,assignment_due,139,school,72.9,57.1,8,0.8,134.1,rain,73.5,64.1,0,4,music,0,take_break,20
19,evening,4,0,none,none,999,outside,26.4,76.1,10,0.77,74.8,clear,73.5,55.8,0,5,none,0,no_action,7
2,night,6,1,none,none,999,home,21.3,49.8,8,0.59,115.6,clear,86.2,99.5,0,0,none,1,sleep_suggestion,15
18,evening,6,1,social,family_time,-15,commuting,39.5,46.2,7,0.36,32.6,clear,30.6,43.5,0,5,music,0,send_late_message,13
5,morning,0,0,work,presentation,8,commuting,74.3,94.9,8,1.73,2.6,rain,38.7,83.7,1,4,podcast,1,find_parking,4
3,night,0,0,school,study_session,68,school,69.6,100.0,3,3.3,159.5,fog,72.0,77.3,0,2,none,1,study_for_class,18
13,afternoon,0,0,school,assignment_due,-20,school,87.3,60.2,9,1.39,121.5,fog,4.0,55.9,0,5,music,0,send_late_message,13
22,night,6,1,none,none,999,home,37.3,86.0,8,3.05,137.9,clear,32.9,69.7,0,4,music,1,wind_down,22
12,afternoon,1,0,social,friends_hangout,75,home,23.3,51.6,4,0.46,56.4,clear,40.5,99.6,0,5,podcast,0,no_action,7
23,night,0,0,none,none,999,home,86.2,82.5,6,0.4,172.1,clear,78.8,71.7,1,5,none,1,wind_down,22
7,morning,1,0,work,focus_work,52,commuting,87.3,62.6,8,3.89,137.6,fog,9.8,82.9,1,5,none,0,play_music,9
16,afternoon,5,1,health,medication_reminder,-5,commuting,15.7,52.0,2,0.39,0.9,fog,32.9,38.5,0,5,podcast,0,suggest_repeat_action,19
18,evening,3,0,work,focus_work,28,work,68.2,53.0,7,1.96,114.9,snow,95.9,69.4,0,3,none,0,take_break,20
10,morning,1,0,work,team_meeting,147,work,37.7,100.0,2,1.3,142.8,rain,10.5,18.9,1,4,podcast,0,take_break,20
16,afternoon,3,0,health,doctor_appointment,120,home,39.3,33.2,1,0.15,63.0,rain,27.1,87.4,0,4,none,0,no_action,7
23,night,4,0,social,date,85,home,43.2,82.6,1,0.88,61.9,clear,46.3,66.0,0,4,music,1,sleep_suggestion,15
13,afternoon,2,0,school,exam,178,school,57.7,98.9,5,1.26,73.9,clear,82.0,61.4,0,0,none,0,no_action,7
15,afternoon,1,0,school,exam,101,school,63.6,21.5,3,10.0,78.3,clear,37.6,68.6,0,0,music,0,eat_something,1
1,night,0,0,none,none,999,home,84.0,26.6,0,2.8,131.9,rain,92.9,67.7,0,3,music,1,no_action,7
17,evening,2,0,work,deadline,1,work,77.4,47.6,1,5.0,19.4,clear,19.0,84.4,0,4,none,0,no_action,7
21,night,4,0,health,medication_reminder,140,outside,87.5,74.6,9,4.02,1.8,clear,3.8,100.0,1,1,podcast,1,no_action,7
7,morning,5,1,social,friends_hangout,162,home,87.7,66.0,8,0.62,96.2,clear,40.3,87.9,0,2,none,0,no_action,7
19,evening,2,0,school,lecture,34,school,48.5,38.5,5,0.13,40.3,fog,80.8,69.0,0,1,none,0,study_for_class,18
15,afternoon,1,0,work,presentation,-14,work,86.0,100.0,6,4.95,129.2,clear,7.1,35.0,1,4,none,0,send_late_message,13
20,evening,4,0,school,assignment_due,34,school,86.9,66.9,0,0.03,92.1,snow,50.2,70.5,0,2,podcast,0,take_break,20
11,morning,4,0,work,deadline,48,work,63.3,63.5,0,2.41,35.0,clear,79.6,100.0,0,3,music,0,no_action,7
14,afternoon,4,0,work,team_meeting,115,work,95.6,56.4,10,0.47,47.0,clear,4.3,51.2,0,2,podcast,0,no_action,7
1,night,6,1,none,none,999,home,53.0,100.0,2,1.3,138.2,clear,14.6,69.0,1,2,podcast,1,no_action,7
17,evening,2,0,school,lecture,-30,school,93.4,100.0,3,1.93,148.5,rain,24.2,82.1,0,2,none,0,send_late_message,13
9,morning,2,0,social,family_time,25,home,78.3,90.9,10,2.49,34.8,snow,18.0,100.0,0,4,none,0,start_commute,17
22,night,3,0,school,assignment_due,160,school,75.3,99.8,8,0.89,15.7,clear,14.7,71.0,0,0,none,1,no_action,7
1,night,0,0,health,therapy,106,outside,61.3,52.5,4,1.74,128.6,clear,88.4,57.1,0,4,podcast,1,no_action,7
9,morning,3,0,none,none,999,home,78.4,44.6,3,0.83,171.4,rain,57.9,28.1,0,4,none,0,exercise_suggestion,2
14,afternoon,3,0,school,exam,-12,school,72.2,71.3,4,0.61,112.4,clear,91.7,43.2,0,3,podcast,0,send_late_message,13
16,afternoon,6,1,none,none,999,home,98.7,84.7,3,3.13,108.2,snow,84.5,76.3,0,0,none,0,exercise_suggestion,2
21,night,1,0,social,friends_hangout,61,home,69.6,62.3,6,0.49,20.3,clear,2.7,100.0,0,2,podcast,1,no_action,7
10,morning,1,0,work,deadline,-1,work,71.3,100.0,3,2.2,92.0,clear,2.2,82.1,0,4,music,0,take_break,20
15,afternoon,3,0,health,medication_reminder,-11,commuting,75.8,88.8,2,2.94,175.6,clear,64.8,100.0,0,3,none,0,take_medication,21
11,morning,3,0,health,therapy,86,outside,86.9,57.1,10,0.83,156.5,clear,35.6,5.2,0,2,none,0,no_action,7
22,night,4,0,none,none,999,home,29.1,42.8,10,0.08,58.0,rain,92.9,78.0,0,5,none,1,wind_down,22
9,morning,3,0,school,exam,88,school,37.2,56.8,3,1.52,101.6,clear,70.7,74.1,0,0,podcast,0,study_for_class,18
4,night,2,0,none,none,999,home,27.3,84.7,8,2.2,112.2,clear,28.0,100.0,0,3,none,1,sleep_suggestion,15
19,evening,3,0,school,lecture,173,school,77.5,100.0,6,3.27,24.6,snow,38.8,65.5,0,1,music,0,no_action,7
21,night,4,0,work,team_meeting,13,work,15.7,75.5,4,0.78,121.1,clear,61.4,52.4,0,0,music,1,prepare_for_meeting,11
23,night,3,0,social,friends_hangout,65,home,44.0,89.9,6,7.95,83.9,clear,5.3,51.6,1,4,music,1,sleep_suggestion,15
6,morning,0,0,health,therapy,-13,commuting,65.5,66.4,1,3.94,62.3,clear,31.6,43.9,0,3,none,0,play_music,9
22,night,3,0,none,none,999,home,56.5,76.7,9,0.67,93.1,rain,45.6,91.5,0,2,none,1,wind_down,22
0,night,3,0,none,none,999,home,92.2,71.4,2,1.89,98.4,clear,85.2,47.8,0,1,podcast,1,no_action,7
1,night,2,0,none,none,999,home,72.5,100.0,9,0.02,70.9,rain,12.6,67.6,0,3,podcast,1,no_action,7
14,afternoon,4,0,work,deadline,172,work,21.8,78.3,6,0.74,36.3,rain,67.6,85.2,0,3,podcast,0,no_action,7
0,night,3,0,health,medication_reminder,-5,commuting,49.9,31.5,10,3.76,37.1,clear,76.9,56.9,0,4,none,1,take_medication,21
11,morning,3,0,work,focus_work,66,work,92.2,74.0,4,0.98,149.3,fog,18.7,43.5,0,4,music,0,take_break,20
13,afternoon,2,0,none,none,999,home,73.1,49.2,9,2.9,167.3,clear,23.6,34.5,0,4,none,0,focus_session,5
18,evening,1,0,work,deadline,-27,work,31.5,46.9,4,1.98,115.3,clear,94.8,22.3,0,1,podcast,0,send_late_message,13
3,night,4,0,none,none,999,home,30.5,100.0,9,0.12,54.0,clear,66.4,55.7,0,2,none,1,sleep_suggestion,15
2,night,5,1,none,none,999,home,69.8,79.7,8,1.09,126.2,rain,25.6,37.6,1,5,none,1,no_action,7
14,afternoon,2,0,work,team_meeting,152,work,62.4,78.4,3,3.2,155.6,fog,29.5,77.1,0,2,music,0,take_break,20
21,night,1,0,none,none,999,home,59.5,52.9,9,1.08,158.0,snow,55.8,64.1,0,3,none,1,wind_down,22
20,evening,6,1,health,gym,6,gym,27.3,61.2,3,0.28,53.6,fog,20.1,84.8,0,4,none,0,no_action,7
1,night,1,0,none,none,999,home,26.1,71.8,5,4.44,82.9,clear,70.6,72.7,0,0,music,1,sleep_suggestion,15
6,morning,5,1,social,date,18,commuting,64.5,69.6,3,1.12,4.9,rain,11.2,37.3,0,5,music,0,play_music,9
16,afternoon,3,0,work,presentation,-21,work,80.7,94.4,7,1.34,170.2,fog,5.1,65.5,0,0,podcast,0,silence_phone,14
23,night,4,0,none,none,999,outside,46.4,47.4,4,10.0,9.9,clear,44.8,40.8,0,4,music,1,eat_something,1
22,night,3,0,none,none,999,home,97.0,65.6,0,5.79,60.3,fog,0.6,51.5,1,2,music,1,wind_down,22
21,night,6,1,health,doctor_appointment,28,home,33.2,64.0,0,1.2,124.7,clear,86.7,65.6,1,0,podcast,1,start_commute,17
7,morning,4,0,school,lecture,122,school,64.3,71.9,4,0.52,97.9,clear,99.0,94.5,0,0,podcast,0,take_break,20
10,morning,2,0,school,exam,98,school,80.4,50.7,5,1.32,142.9,rain,33.8,17.2,0,4,none,0,study_for_class,18
0,night,1,0,none,none,999,outside,97.0,5.0,6,1.69,155.4,snow,24.4,79.8,0,5,music,1,charge_phone,0
3,night,1,0,social,family_time,156,home,32.0,96.9,4,6.81,172.5,clear,69.0,57.8,1,0,podcast,1,sleep_suggestion,15
1,night,2,0,social,date,128,outside,14.6,95.5,0,0.1,69.5,rain,4.8,42.5,1,3,none,1,sleep_suggestion,15
5,morning,3,0,none,none,999,home,61.9,39.0,8,8.19,43.5,rain,60.7,11.9,0,1,none,1,eat_something,1
5,morning,4,0,none,none,999,home,12.7,84.7,2,3.71,82.9,fog,67.7,54.2,0,4,none,1,no_action,7
15,afternoon,0,0,social,dinner,89,restaurant,78.4,47.2,2,2.56,1.3,clear,86.6,88.4,1,2,podcast,0,no_action,7
4,night,5,1,none,none,999,outside,18.2,60.1,5,2.75,2.3,rain,31.3,24.1,0,0,podcast,1,sleep_suggestion,15
12,afternoon,3,0,school,assignment_due,61,school,37.4,98.2,9,3.34,52.9,fog,91.0,84.0,1,4,none,0,no_action,7
20,evening,4,0,social,friends_hangout,89,outside,48.8,15.3,7,1.68,0.4,clear,57.9,41.9,1,1,music,0,no_action,7
1,night,2,0,work,presentation,44,work,93.7,26.8,1,0.27,117.4,clear,46.4,53.7,0,0,music,1,take_break,20
5,morning,4,0,none,none,999,outside,91.0,34.6,0,1.98,79.0,snow,57.7,87.8,0,5,podcast,1,no_action,7
4,night,6,1,none,none,999,home,33.9,24.6,6,1.13,179.8,clear,10.4,64.8,0,3,music,1,sleep_suggestion,15
12,afternoon,0,0,work,focus_work,38,work,84.5,94.2,9,1.97,13.6,rain,22.0,74.0,0,4,none,0,no_action,7
4,night,6,1,none,none,999,outside,55.6,70.8,5,1.7,167.8,rain,34.1,77.0,1,2,podcast,1,no_action,7
19,evening,2,0,school,lecture,155,school,11.9,28.5,10,0.19,122.6,rain,12.8,38.7,0,0,podcast,0,take_break,20
5,morning,3,0,school,study_session,20,commuting,87.2,100.0,9,1.25,141.2,clear,39.8,73.6,1,5,podcast,1,play_podcast,10
2,night,1,0,none,none,999,outside,73.0,86.3,4,0.73,10.3,clear,65.6,83.2,0,4,none,1,no_action,7
14,afternoon,6,1,none,none,999,home,88.2,71.9,10,2.67,90.2,clear,93.8,74.3,0,0,music,0,focus_session,5
5,morning,4,0,none,none,999,home,74.9,66.2,1,1.44,109.0,clear,54.6,66.6,0,1,podcast,1,no_action,7
21,night,3,0,school,assignment_due,87,school,45.7,86.4,5,0.27,94.6,clear,99.8,61.8,0,0,music,1,take_break,20
23,night,4,0,school,assignment_due,148,school,74.4,89.7,9,2.32,160.8,clear,12.6,52.5,0,0,podcast,1,take_break,20
0,night,6,1,none,none,999,home,65.6,80.1,6,3.04,126.6,snow,67.3,97.1,0,3,music,1,no_action,7
16,afternoon,2,0,none,none,999,outside,25.0,74.0,5,2.49,31.7,rain,4.8,53.5,0,1,podcast,0,no_action,7
3,night,2,0,none,none,999,outside,71.5,57.3,2,1.8,135.9,fog,92.8,53.5,0,2,none,1,no_action,7
6,morning,0,0,work,presentation,168,work,33.9,79.9,1,4.52,18.6,fog,16.9,60.3,1,1,music,0,no_action,7
12,afternoon,0,0,work,deadline,4,work,22.9,57.7,0,0.22,76.1,clear,42.3,58.1,0,4,none,0,no_action,7
20,evening,3,0,school,exam,5,school,21.2,56.3,3,0.91,41.3,rain,62.9,52.6,0,5,none,0,no_action,7
16,afternoon,3,0,social,family_time,42,outside,26.5,25.8,0,0.01,84.1,fog,68.7,43.0,0,3,none,0,no_action,7
8,morning,2,0,none,none,999,home,54.0,66.7,4,0.49,14.1,rain,93.6,97.8,1,0,podcast,0,read_email_alert,12
9,morning,0,0,social,friends_hangout,69,outside,10.3,62.7,5,0.35,62.9,rain,2.8,80.3,0,1,music,0,no_action,7
16,afternoon,3,0,none,none,999,home,14.2,67.8,3,1.73,164.3,snow,99.9,69.7,0,3,music,0,no_action,7
0,night,3,0,health,doctor_appointment,-23,commuting,22.2,100.0,0,7.58,173.6,clear,10.0,65.4,0,2,none,1,sleep_suggestion,15
